repo_name,file_html,file_path,complicate_code,call_func,simple_code,if_refactorable
elodie,https://github.com/jmathai/elodie/tree/master/elodie/media/photo.py,Photo,get_date_taken$48,*dt_list,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
unilm,https://github.com/microsoft/unilm/tree/master/xtune/src/pequod/training/trainer.py,DistillTrainer,labeling_dataset$221,"*dataset.tensors[:-1] + (preds,)","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
glance,https://github.com/openstack/glance/tree/master/glance/tests/unit/test_domain_proxy.py,TestProxyRepoPlain,_test_method$63,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
reformer-pytorch,https://github.com/lucidrains/reformer-pytorch/tree/master/reformer_pytorch/reformer_pytorch.py,,cached_fn$63,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
aiohttp,https://github.com/aio-libs/aiohttp/tree/master/aiohttp/web_urldispatcher.py,ResourceRoute,url_for$887,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
SMASH,https://github.com/ajbrock/SMASH/tree/master//layers.py,SMASHLayer,forward$200,*args[1],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pathos,https://github.com/uqfoundation/pathos/tree/master/pathos/multiprocessing.py,ProcessPool,amap$151,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
virt-manager,https://github.com/virt-manager/virt-manager/tree/master/virtManager/details/viewers.py,Viewer,_set_size_request$113,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
transformers,https://github.com/huggingface/transformers/tree/master/src/transformers/models/splinter/modeling_splinter.py,SplinterEncoder,forward$428,*inputs,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
vispy,https://github.com/vispy/vispy/tree/master/vispy/visuals/tests/test_image.py,,test_image$17,*shape,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
core,https://github.com/home-assistant/core/tree/master/homeassistant/components/toon/helpers.py,,toon_exception_handler$9,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
matplotlib,https://github.com/matplotlib/matplotlib/tree/master/lib/matplotlib/backends/_backend_tk.py,FigureCanvasTk,new_timer$379,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nnabla,https://github.com/sony/nnabla/tree/master/python/test/function/test_vat_noise.py,,test_vat_noise$39,*shape,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
kombu,https://github.com/celery/kombu/tree/master/t/unit/test_simple.py,test_SimpleBuffer,Queue$169,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
scipy,https://github.com/scipy/scipy/tree/master/scipy/linalg/tests/test_lapack.py,,generate_random_dtype_array$43,*shape,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
diffvg,https://github.com/BachiLi/diffvg/tree/master/apps/svg_brush.py,,render$38,*scene_args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
django-extensions,https://github.com/django-extensions/django-extensions/tree/master/tests/test_runscript.py,ChangingDirectoryTests,_execute_script_with_chdir$148,*start_path,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
klein,https://github.com/twisted/klein/tree/master/src/klein/_app.py,Klein,route$297,*a,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
mahotas,https://github.com/luispedro/mahotas/tree/master/mahotas/tests/test_edge.py,,test_sobel$19,*np.where(E),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
napari,https://github.com/napari/napari/tree/master/napari/_qt/_tests/test_qt_window.py,,test_set_geometry$51,*values,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
gandissect,https://github.com/CSAILVision/gandissect/tree/master/netdissect/runningstats.py,RunningQuantile,normalize$433,*data.shape[1:],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
Mathics,https://github.com/mathics/Mathics/tree/master/mathics/builtin/numeric.py,NIntegrate,apply_with_func_domain$1054,*coords,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pyqtgraph,https://github.com/pyqtgraph/pyqtgraph/tree/master/pyqtgraph/SRTTransform3D.py,SRTTransform3D,translate$66,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
codechecker,https://github.com/Ericsson/codechecker/tree/master/web/server/codechecker_server/api/report_server.py,,process_report_filter$187,*AND,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
astropy,https://github.com/astropy/astropy/tree/master/astropy/units/core.py,EquivalentUnitsList,__repr__$1598,*widths,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
neon,https://github.com/NervanaSystems/neon/tree/master/examples/cifar10_msra/data.py,,ingest_cifar10$26,*dataset[setn],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
ExtremeNet,https://github.com/xingyizhou/ExtremeNet/tree/master/models/py_utils/exkp.py,exkp,forward$264,*xs,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
opendevops,https://github.com/opendevops-cn/opendevops/tree/master/scripts/tornado_source_code/tornado/test/ioloop_test.py,TestIOLoop,test_add_callback_return_sequence$29,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
textdistance,https://github.com/life4/textdistance/tree/master/textdistance/algorithms/token_based.py,Tversky,__call__$97,*sequences,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sympy,https://github.com/sympy/sympy/tree/master/sympy/printing/pretty/pretty.py,PrettyPrinter,_print_Laplacian$145,*pform.left(self._print(U('INCREMENT'))),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
jupyterhub,https://github.com/jupyterhub/jupyterhub/tree/master/jupyterhub/tests/utils.py,_AsyncRequests,__init__$24,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
Cyberbrain,https://github.com/laike9m/Cyberbrain/tree/master/cyberbrain/value_stack.py,BaseValueStack,_BUILD_MAP_UNPACK_handler$595,*items,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
web3.py,https://github.com/ethereum/web3.py/tree/master/tests/integration/test_ethereum_tester.py,,func_wrapper$269,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
PyDataset,https://github.com/iamaziz/PyDataset/tree/master/pydataset/support.py,,find_similar$36,*result,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pony,https://github.com/ponyorm/pony/tree/master/pony/orm/decompiling.py,Decompiler,decompile$166,*arg,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2016/hanoi.py,DescribeTriforcePattern,construct$3053,"*list(map(ShowCreation, bold_edges[1:]))","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
kivy,https://github.com/kivy/kivy/tree/master/kivy/uix/effectwidget.py,AdvancedEffectBase,set_fbo_shader$460,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
VIBE,https://github.com/mkocabas/VIBE/tree/master/lib/models/spin.py,HMR,_make_layer$110,*layers,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
swa,https://github.com/timgaripov/swa/tree/master/models/preresnet.py,PreResNet,_make_layer$122,*layers,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
PythonProgrammingPuzzles,https://github.com/microsoft/PythonProgrammingPuzzles/tree/master/solvers/enumerative/tython/parse.py,,from_ast$82,*make_args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
PyRep,https://github.com/stepjam/PyRep/tree/master/pyrep/objects/object.py,Object,get_objects_in_tree$671,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
vector-python-sdk,https://github.com/anki/vector-python-sdk/tree/master/examples/apps/remote_control/remote_control.py,RemoteControlVector,update_mouse_driving$355,*wheel_params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
maro,https://github.com/microsoft/maro/tree/master/maro/streamit/client/client.py,,_wrapper$18,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
tvm,https://github.com/apache/tvm/tree/master/tests/python/contrib/test_ethosu/test_legalize.py,,test_tflite_transpose_convolution$2261,*tuple(ifm_shape),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
TorchSnooper,https://github.com/zasdfgbnm/TorchSnooper/tree/master/tests/mini_toolbox/contextlib.py,ContextDecorator,inner$50,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
chainer-chemistry,https://github.com/chainer/chainer-chemistry/tree/master/tests/dataset_tests/splitters_tests/test_stratified_splitter.py,,test_regression_split$138,*reg_dataset.features[test_ind],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
jax,https://github.com/google/jax/tree/master/jax/_src/lax/control_flow.py,,_cond_jvp$1012,*branches_out_nz,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
Qt.py,https://github.com/mottosso/Qt.py/tree/master/examples/QtSiteConfig/QtSiteConfig.py,,_widgetDecorator$64,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
optax,https://github.com/deepmind/optax/tree/master/optax/_src/control_variates_test.py,DeltaControlVariateTest,testPolinomialFunction$99,*params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
brian2,https://github.com/brian-team/brian2/tree/master/brian2/codegen/optimisation.py,,optimise_statements$63,*bool_space,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
evennia,https://github.com/evennia/evennia/tree/master/evennia/utils/dbserialize.py,_SaverSet,union$400,*others,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
riposte,https://github.com/fwkz/riposte/tree/master/riposte/command.py,Command,_apply_guides$67,*value,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
primerpython,https://github.com/Helpsypoo/primerpython/tree/master/blender_scripts/tools/drawn_market.py,DrawnAgent,make_display$98,*display_bobjects,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
UvSquares,https://github.com/Radivarig/UvSquares/tree/master//uv_squares.py,,FollowActiveUV$312,*f_triple,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2017/eoc/chapter6.py,RelatedRatesExample,take_derivative_of_rhs$950,"*self.get_added_anims_for_ladder_fall() + [Animation(self.dy_group), Animation(self.dx_group)]","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
caer,https://github.com/jasmcaus/caer/tree/master/examples/GUI/caer_gui.py,,main$470,*anchorChoices,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nova,https://github.com/openstack/nova/tree/master/nova/tests/unit/virt/vmwareapi/fake.py,FakeVim,__getattr__$1579,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
dask,https://github.com/dask/dask/tree/master/dask/bytes/tests/test_s3.py,,test_compression$382,*concat(values),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
wagtail,https://github.com/wagtail/wagtail/tree/master/wagtail/images/views/bulk_actions/add_to_collection.py,CollectionForm,__init__$9,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2017/256.py,BreakUp2To256,reorganize_four_billions$133,*[se[i] for se in self.subexpressions],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
weblate,https://github.com/WeblateOrg/weblate/tree/master/weblate/trans/tasks.py,,perform_push$114,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sympy,https://github.com/sympy/sympy/tree/master/sympy/printing/tests/test_theanocode.py,,test_BlockMatrix_Inverse_execution$442,*x.shape,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
asynq,https://github.com/quora/asynq/tree/master/asynq/decorators.py,PureAsyncDecorator,_fn_wrapper$122,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
py2neo,https://github.com/py2neo-org/py2neo/tree/master/py2neo/addressing.py,IPv6Address,__str__$120,*self,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
addons,https://github.com/tensorflow/addons/tree/master/tensorflow_addons/text/tests/crf_test.py,,test_crf_multi_tag_sequence_score$151,*all_indices_list,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
dragonfly,https://github.com/dragonfly/dragonfly/tree/master/dragonfly/opt/gp_bandit.py,CPGPBandit,_get_initial_qinfos$906,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/base/plugins/agent_based/utils/temperature.py,,check_temperature$250,*(result.state for result in dev_results),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
wagtail,https://github.com/wagtail/wagtail/tree/master/wagtail/contrib/routable_page/models.py,RoutablePageMixin,index_route$39,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pygraphistry,https://github.com/graphistry/pygraphistry/tree/master/graphistry/tests/test_compute.py,CGFull,__init__$18,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
mlflow,https://github.com/mlflow/mlflow/tree/master/mlflow/spark.py,,__init__$996,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nnabla,https://github.com/sony/nnabla/tree/master/python/test/function/test_add_n.py,,test_add_n_active_inputs$66,"*[nn.Variable.from_numpy_array(inp).apply(need_grad=True) for (act, inp) in zip(active, inputs) if act]","
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
numpy,https://github.com/numpy/numpy/tree/master/numpy/core/tests/test_multiarray.py,TestChoose,test_output_dtype$7283,*ops,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
xonsh,https://github.com/xonsh/xonsh/tree/master/xonsh/lazyasd.py,BackgroundModuleLoader,__init__$282,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
videos,https://github.com/3b1b/videos/tree/master/_2017/leibniz.py,FactorizationPattern,show_three_mod_four_primes$2256,*[Dot(self.number_line.number_to_point(prime)) for prime in primes],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
Neuraxle,https://github.com/Neuraxio/Neuraxle/tree/master/neuraxle/steps/flow.py,ExecutionPhaseSwitch,__init__$197,*phase_to_callable.items(),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
freeipa,https://github.com/freeipa/freeipa/tree/master/ipaserver/plugins/dns.py,dnsrecord_mod,args_options_2_entry$3726,*keys,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
klio,https://github.com/spotify/klio/tree/master/lib/src/klio/transforms/decorators.py,,func_wrapper$529,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
modin,https://github.com/modin-project/modin/tree/master/modin/core/dataframe/pandas/partitioning/axis_partition.py,PandasDataframeAxisPartition,apply$31,*tuple(self.list_of_blocks + [part for axis_partition in other_axis_partition for part in axis_partition.list_of_blocks]),"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
colour,https://github.com/colour-science/colour/tree/master/colour/io/luts/resolve_cube.py,,_format_array$319,*array,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers/tree/master/tests/test_optimizers/test_results.py,,test_results_0$8,*optimizers,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
neutron,https://github.com/openstack/neutron/tree/master/neutron/tests/unit/db/test_db_base_plugin_v2.py,TestSubnetsV2,test_create_subnets_bulk_emulated_plugin_failure$3532,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
s3prl,https://github.com/s3prl/s3prl/tree/master/s3prl/upstream/interfaces.py,UpstreamBase,__call__$100,*hook_hiddens,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
R-Drop,https://github.com/dropreg/R-Drop/tree/master/huggingface_transformer_src/src/transformers/models/distilbert/modeling_tf_distilbert.py,TFDistilBertForSequenceClassification,__init__$744,*inputs,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
multiview-human-pose-estimation-pytorch,https://github.com/microsoft/multiview-human-pose-estimation-pytorch/tree/master/lib/models/pose_resnet.py,PoseResNet,_make_layer$133,*layers,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
mitmproxy,https://github.com/mitmproxy/mitmproxy/tree/master/test/mitmproxy/tools/console/test_commander.py,,commander_tctx$10,*[f'confdir={confdir}'],"
f'confdir={confdir}'
"
neon,https://github.com/NervanaSystems/neon/tree/master/neon/backends/nervanagpu.py,NervanaGPU,xnor_compound_dot$1766,*xnor_params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
nucypher,https://github.com/nucypher/nucypher/tree/master/nucypher/utilities/gas_strategies.py,,web3_gas_strategy_wrapper$85,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
sockeye,https://github.com/awslabs/sockeye/tree/master/sockeye/arguments.py,ConfigArgumentParser,_new_add_argument$56,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
boofuzz,https://github.com/jtpereyda/boofuzz/tree/master/boofuzz/monitors/pedrpc.py,Server,serve_forever$316,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
chalice,https://github.com/aws/chalice/tree/master/tests/unit/test_local.py,TestLambdaContext,test_can_get_remaining_time_once$748,*lambda_context_args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
flax,https://github.com/google/flax/tree/master/flax/core/lift.py,,vjp$302,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pennylane,https://github.com/PennyLaneAI/pennylane/tree/master/tests/optimize/test_rotosolve.py,TestWithClassicalFunction,_fun$199,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
pretix,https://github.com/pretix/pretix/tree/master/src/pretix/base/views/tasks.py,AsyncFormView,get$254,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
3d-vehicle-tracking,https://github.com/ucbdrive/3d-vehicle-tracking/tree/master/3d-tracking/lib/model/faster_rcnn/vgg16.py,vgg16,_init_modules$28,*list(vgg.features._modules.values())[:-1],"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
zerorpc-python,https://github.com/0rpc/zerorpc-python/tree/master/zerorpc/core.py,Puller,__call__$345,*args,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
flask-mongorest,https://github.com/closeio/flask-mongorest/tree/master/flask_mongorest/resources.py,Resource,apply_ordering$813,*order_params,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
PlainTasks,https://github.com/aziz/PlainTasks/tree/master//plist_parser.py,XmlPropertyListParser,_parse_date$185,*components,"
tmp_arg[0], tmp_arg[1], ..., tmp_arg[len(tmp_arg) - 1]
"
